id,defects
101763,0.24730185
101764,0.19050929
101765,0.6831794
101766,0.45555678
101767,0.14121518
101768,0.4680387
101769,0.117591836
101770,0.6479906
101771,0.40224615
101772,0.0698888
101773,0.5273772
101774,0.73489505
101775,0.19162261
101776,0.6023087
101777,0.21233204
101778,0.35102543
101779,0.7508588
101780,0.19506279
101781,0.59345293
101782,0.116285816
101783,0.05652715
101784,0.060944773
101785,0.065931566
101786,0.26909813
101787,0.059890997
101788,0.47463405
101789,0.105852276
101790,0.13452938
101791,0.05598261
101792,0.10340206
101793,0.16669002
101794,0.21769163
101795,0.06743245
101796,0.08795803
101797,0.05809208
101798,0.2569709
101799,0.61350626
101800,0.14364552
101801,0.11279775
101802,0.115836605
101803,0.47050253
101804,0.096733786
101805,0.065931566
101806,0.292035
101807,0.6246043
101808,0.10577812
101809,0.05851303
101810,0.13916478
101811,0.06704518
101812,0.10474182
101813,0.15761138
101814,0.06952241
101815,0.29051763
101816,0.058633585
101817,0.29543754
101818,0.10604037
101819,0.25339895
101820,0.1502283
101821,0.05904384
101822,0.34362495
101823,0.14185822
101824,0.27516708
101825,0.09633941
101826,0.14901288
101827,0.057547543
101828,0.07607325
101829,0.11142522
101830,0.06434922
101831,0.20866464
101832,0.43492216
101833,0.6604746
101834,0.108717576
101835,0.15111068
101836,0.39313403
101837,0.13050042
101838,0.35529184
101839,0.6164961
101840,0.06892631
101841,0.778218
101842,0.14208557
101843,0.12937613
101844,0.062724225
101845,0.6314524
101846,0.10376994
101847,0.1178907
101848,0.18700063
101849,0.16792247
101850,0.1269469
101851,0.05556166
101852,0.105894156
101853,0.6852957
101854,0.55592
101855,0.20391071
101856,0.70265925
101857,0.09586372
101858,0.058604293
101859,0.061999746
101860,0.5496879
101861,0.6037081
101862,0.16243018
101863,0.24338758
101864,0.14026101
101865,0.061044782
101866,0.063739255
101867,0.43311468
101868,0.06137142
101869,0.16819915
101870,0.099745534
101871,0.58291817
101872,0.115557075
101873,0.066466965
101874,0.21186727
101875,0.3199316
101876,0.6009571
101877,0.061999746
101878,0.058756467
101879,0.059205275
101880,0.092074364
101881,0.18562628
101882,0.1526016
101883,0.70206994
101884,0.30619726
101885,0.07182869
101886,0.22002481
101887,0.09633941
101888,0.101693414
101889,0.3766996
101890,0.059721183
101891,0.4292624
101892,0.1658218
101893,0.09663247
101894,0.07120726
101895,0.059505355
101896,0.13159467
101897,0.6130416
101898,0.5627763
101899,0.5753452
101900,0.09477448
101901,0.13443398
101902,0.06899352
101903,0.11017242
101904,0.17139074
101905,0.6266911
101906,0.05809208
101907,0.066466965
101908,0.05694809
101909,0.12318412
101910,0.18216518
101911,0.17244038
101912,0.058756467
101913,0.06120079
101914,0.08970559
101915,0.05911425
101916,0.7235127
101917,0.065864794
101918,0.13243459
101919,0.10874249
101920,0.06056377
101921,0.062784284
101922,0.20038952
101923,0.16276267
101924,0.21472126
101925,0.1096154
101926,0.5718062
101927,0.14502245
101928,0.10888495
101929,0.19636893
101930,0.1362828
101931,0.32771367
101932,0.06201893
101933,0.6824592
101934,0.1202348
101935,0.13137601
101936,0.10316777
101937,0.7731695
101938,0.5797075
101939,0.20921524
101940,0.22170614
101941,0.05851303
101942,0.09101607
101943,0.29600123
101944,0.16480726
101945,0.09477448
101946,0.05851303
101947,0.14429817
101948,0.16964449
101949,0.13705522
101950,0.63620424
101951,0.777529
101952,0.10489043
101953,0.18738784
101954,0.07102987
101955,0.65043575
101956,0.3497508
101957,0.06145597
101958,0.65622425
101959,0.24155454
101960,0.618934
101961,0.303782
101962,0.5533553
101963,0.23457277
101964,0.15183204
101965,0.2166318
101966,0.24478069
101967,0.19489868
101968,0.057315018
101969,0.46841416
101970,0.7396822
101971,0.09619916
101972,0.19253284
101973,0.19947585
101974,0.30273217
101975,0.13449089
101976,0.09282219
101977,0.11355495
101978,0.08265282
101979,0.15751004
101980,0.20633052
101981,0.06935372
101982,0.05694809
101983,0.20497936
101984,0.07560546
101985,0.17186178
101986,0.13625057
101987,0.24140695
101988,0.70949745
101989,0.086461894
101990,0.36477226
101991,0.4351767
101992,0.06803367
101993,0.4031472
101994,0.14993651
101995,0.08299312
101996,0.33929834
101997,0.20875435
101998,0.10700274
101999,0.105852276
102000,0.22202626
102001,0.35887024
102002,0.6748184
102003,0.124031216
102004,0.10203846
102005,0.32943285
102006,0.14830558
102007,0.6469563
102008,0.061210886
102009,0.17183158
102010,0.057126597
102011,0.3211143
102012,0.15558629
102013,0.064066485
102014,0.1266539
102015,0.33805752
102016,0.13727607
102017,0.12727322
102018,0.776597
102019,0.05809208
102020,0.76115465
102021,0.58723277
102022,0.10440862
102023,0.2219827
102024,0.12041512
102025,0.13601746
102026,0.13876142
102027,0.057547543
102028,0.057549316
102029,0.05804222
102030,0.26626903
102031,0.10678185
102032,0.057547543
102033,0.12499643
102034,0.17187946
102035,0.09477448
102036,0.23838814
102037,0.30953953
102038,0.5199824
102039,0.0716572
102040,0.45946532
102041,0.38185006
102042,0.11688799
102043,0.067141525
102044,0.3837777
102045,0.33701473
102046,0.166771
102047,0.5757781
102048,0.17218971
102049,0.072654575
102050,0.42543787
102051,0.2183592
102052,0.060944773
102053,0.4140198
102054,0.0651258
102055,0.28979045
102056,0.09598636
102057,0.05694809
102058,0.06297053
