id,defects
101763,0.22483036
101764,0.17849201
101765,0.5660065
101766,0.5341381
101767,0.13942331
101768,0.5648888
101769,0.12482865
101770,0.11573604
101771,0.4601321
101772,0.06678868
101773,0.69615686
101774,0.6435283
101775,0.2570002
101776,0.64070463
101777,0.2044406
101778,0.4079558
101779,0.9043673
101780,0.20664233
101781,0.70663446
101782,0.122738615
101783,0.045808535
101784,0.05985661
101785,0.044205762
101786,0.16416728
101787,0.05712741
101788,0.38462943
101789,0.10837836
101790,0.11601299
101791,0.047581628
101792,0.12141834
101793,0.19866873
101794,0.2138319
101795,0.06094219
101796,0.07662014
101797,0.05419631
101798,0.33104268
101799,0.61338407
101800,0.12661046
101801,0.10755374
101802,0.12973726
101803,0.4670146
101804,0.09702894
101805,0.051631168
101806,0.26023695
101807,0.7003243
101808,0.10139946
101809,0.05243784
101810,0.13504371
101811,0.06408174
101812,0.10729811
101813,0.15854858
101814,0.061918043
101815,0.29149362
101816,0.06765633
101817,0.3358188
101818,0.111754104
101819,0.31372797
101820,0.14665133
101821,0.044131685
101822,0.3459119
101823,0.14056407
101824,0.2627231
101825,0.09585983
101826,0.12180948
101827,0.04899088
101828,0.097916596
101829,0.11202465
101830,0.07967499
101831,0.1680921
101832,0.55963606
101833,0.6114167
101834,0.13679661
101835,0.16453023
101836,0.2384884
101837,0.10993463
101838,0.30777925
101839,0.7243191
101840,0.0653149
101841,0.8011276
101842,0.15520617
101843,0.14117312
101844,0.054520246
101845,0.52254796
101846,0.092004634
101847,0.11700455
101848,0.19321387
101849,0.13942078
101850,0.11636505
101851,0.041454345
101852,0.09805302
101853,0.58907604
101854,0.5168983
101855,0.18260805
101856,0.7113769
101857,0.09236311
101858,0.029537655
101859,0.056927107
101860,0.5648651
101861,0.60620147
101862,0.1579105
101863,0.25123617
101864,0.14655155
101865,0.059109434
101866,0.07187756
101867,0.49739838
101868,0.06523516
101869,0.14886409
101870,0.10299032
101871,0.57393277
101872,0.14979753
101873,0.050215613
101874,0.21238585
101875,0.3747357
101876,0.6327435
101877,0.05810027
101878,0.051973514
101879,0.054635935
101880,0.08031929
101881,0.1923079
101882,0.14499572
101883,0.8102602
101884,0.34345794
101885,0.068657696
101886,0.1674369
101887,0.09585983
101888,0.08933869
101889,0.3791778
101890,0.043941207
101891,0.41886228
101892,0.17351365
101893,0.08705193
101894,0.05427928
101895,0.05542723
101896,0.119447134
101897,0.5752289
101898,0.63118815
101899,0.55317116
101900,0.09258404
101901,0.14468989
101902,0.0691342
101903,0.11674828
101904,0.14543915
101905,0.612065
101906,0.04421929
101907,0.05963209
101908,0.0482717
101909,0.122690275
101910,0.18083696
101911,0.13869564
101912,0.051841307
101913,0.044656377
101914,0.08031929
101915,0.051510673
101916,0.7116921
101917,0.057879817
101918,0.14922993
101919,0.105765715
101920,0.05695274
101921,0.07875381
101922,0.22336298
101923,0.18637435
101924,0.2418542
101925,0.10998845
101926,0.36785117
101927,0.1211092
101928,0.11723266
101929,0.14406028
101930,0.036803495
101931,0.3411629
101932,0.06675349
101933,0.69582117
101934,0.12941511
101935,0.15673493
101936,0.09125511
101937,0.76622075
101938,0.5684964
101939,0.21348698
101940,0.21813238
101941,0.05243784
101942,0.08988374
101943,0.28018856
101944,0.18881562
101945,0.08553304
101946,0.05506016
101947,0.13599473
101948,0.17901461
101949,0.13006839
101950,0.56232554
101951,0.8191447
101952,0.10693583
101953,0.24400887
101954,0.08492883
101955,0.7102489
101956,0.3411871
101957,0.048047595
101958,0.7042911
101959,0.26266772
101960,0.63958246
101961,0.26800847
101962,0.6083758
101963,0.24144022
101964,0.15942915
101965,0.24774802
101966,0.26737168
101967,0.15308653
101968,0.051804505
101969,0.35078612
101970,1.083861
