id,defects
101763,0.22841378
101764,0.17838031
101765,0.66097283
101766,0.45864627
101767,0.13667998
101768,0.457394
101769,0.1256196
101770,0.35430115
101771,0.37551814
101772,0.06335613
101773,0.676662
101774,0.6152645
101775,0.17363109
101776,0.5678086
101777,0.25125688
101778,0.36537868
101779,0.65061325
101780,0.20337944
101781,0.74619037
101782,0.115413494
101783,0.047467854
101784,0.06088875
101785,0.046871822
101786,0.27513334
101787,0.063506246
101788,0.42474827
101789,0.10623357
101790,0.123819165
101791,0.03971575
101792,0.12487396
101793,0.1490706
101794,0.22510922
101795,0.058583423
101796,0.08837034
101797,0.05437219
101798,0.28947514
101799,0.65405804
101800,0.13995564
101801,0.10474663
101802,0.13043721
101803,0.40168133
101804,0.09556709
101805,0.051198836
101806,0.22737205
101807,0.74408656
101808,0.10849925
101809,0.044822674
101810,0.14021344
101811,0.06859429
101812,0.11001271
101813,0.15177277
101814,0.07425554
101815,0.27245435
101816,0.068011954
101817,0.29588607
101818,0.10931735
101819,0.24118547
101820,0.14395109
101821,0.038973626
101822,0.33715075
101823,0.13302372
101824,0.2625661
101825,0.096679285
101826,0.12036432
101827,0.04757063
101828,0.07925814
101829,0.11288644
101830,0.07205628
101831,0.20989062
101832,0.51409894
101833,0.61200136
101834,0.0821995
101835,0.16893102
101836,0.3846617
101837,0.08454844
101838,0.2776348
101839,0.6029917
101840,0.074422605
101841,0.8650201
101842,0.14932276
101843,0.11913972
101844,0.056378044
101845,0.6287936
101846,0.099530555
101847,0.11595831
101848,0.22751369
101849,0.14679493
101850,0.12152283
101851,0.039303582
101852,0.110384464
101853,0.62027425
101854,0.6150577
101855,0.18345869
101856,0.6791625
101857,0.10283353
101858,0.042753335
101859,0.06132039
101860,0.5155053
101861,0.6455416
101862,0.2012729
101863,0.22253706
101864,0.14224002
101865,0.049622726
101866,0.06957643
101867,0.44726658
101868,0.06368452
101869,0.15753233
101870,0.09598855
101871,0.5496328
101872,0.22248572
101873,0.064946696
101874,0.23659976
101875,0.32583526
101876,0.6102436
101877,0.059104163
101878,0.046602108
101879,0.050345697
101880,0.08694534
101881,0.2085908
101882,0.15703756
101883,0.7444604
101884,0.32209918
101885,0.06804876
101886,0.2011191
101887,0.10348009
101888,0.09772214
101889,0.4068628
101890,0.045556307
101891,0.43884155
101892,0.18392801
101893,0.092216276
101894,0.055521324
101895,0.05292594
101896,0.11704209
101897,0.56675917
101898,0.57765824
101899,0.5407877
101900,0.09748105
101901,0.13919476
101902,0.06625119
101903,0.116478354
101904,0.16364855
101905,0.7778706
101906,0.046930052
101907,0.05702992
101908,0.038658183
101909,0.13329925
101910,0.16740215
101911,0.1476908
101912,0.053210046
101913,0.052692402
101914,0.08694534
101915,0.056088265
101916,0.7599785
101917,0.060624372
101918,0.13997215
101919,0.10800611
101920,0.060487457
101921,0.09510617
101922,0.22823836
101923,0.18043046
101924,0.23616369
101925,0.08119408
101926,0.60524577
101927,0.09214133
101928,0.109759696
101929,0.1964741
101930,0.093849994
101931,0.2986666
101932,0.07143961
101933,0.6808028
101934,0.114176005
101935,0.14656481
101936,0.09095022
101937,0.63273364
101938,0.5265035
101939,0.20951813
101940,0.20632713
101941,0.04400974
101942,0.085536905
101943,0.31376836
101944,0.15142307
101945,0.09748105
101946,0.05559729
101947,0.13143273
101948,0.19359633
101949,0.15036795
101950,0.65432924
101951,0.8090912
101952,0.1041194
101953,0.190052
101954,0.0810788
101955,0.76471424
101956,0.34866375
101957,0.05439611
101958,0.6287573
101959,0.24084389
101960,0.6414463
101961,0.32040483
101962,0.5468108
101963,0.1997612
101964,0.21057269
101965,0.18634713
101966,0.25811622
101967,0.15372644
101968,0.0473302
101969,0.41109183
101970,0.8154633
101971,0.091351844
101972,0.35907337
101973,0.18264775
101974,0.32367077
101975,0.13071199
101976,0.07736066
101977,0.11569051
101978,0.0898301
101979,0.16193669
101980,0.16809975
101981,0.06699019
101982,0.038658183
101983,0.20273048
101984,0.08243853
101985,0.14417942
101986,0.14312702
101987,0.19662918
101988,0.7594631
101989,0.072185844
101990,0.38510507
101991,0.4460617
101992,0.061000414
101993,0.3779504
101994,0.10421714
101995,0.09098776
101996,0.32399094
101997,0.2560421
101998,0.106524974
101999,0.11459138
102000,0.1886688
102001,0.3742215
102002,0.6879877
102003,0.11155062
102004,0.10416725
