id,defects
101763,0.23978233
101764,0.19860493
101765,0.6391385
101766,0.46873647
101767,0.1426688
101768,0.4473557
101769,0.12169311
101770,0.5390287
101771,0.4047127
101772,0.07098108
101773,0.5209792
101774,0.71310985
101775,0.1653447
101776,0.62368625
101777,0.21374041
101778,0.29300365
101779,0.754078
101780,0.19588737
101781,0.70539886
101782,0.122925065
101783,0.05545698
101784,0.06569894
101785,0.055754047
101786,0.24221042
101787,0.06454458
101788,0.44470403
101789,0.1066681
101790,0.13665299
101791,0.052713413
101792,0.107643604
101793,0.17137031
101794,0.24179709
101795,0.0654793
101796,0.086527616
101797,0.05686228
101798,0.24171391
101799,0.63339657
101800,0.15862527
101801,0.115898214
101802,0.12117552
101803,0.45810002
101804,0.097963646
101805,0.059585005
101806,0.28471574
101807,0.6310977
101808,0.10450915
101809,0.05693665
101810,0.13287476
101811,0.06717372
101812,0.106869295
101813,0.14635174
101814,0.07628054
101815,0.29846168
101816,0.06390951
101817,0.284808
101818,0.11013794
101819,0.24537577
101820,0.15523322
101821,0.054100726
101822,0.3036865
101823,0.14958246
101824,0.26054138
101825,0.09625426
101826,0.14153273
101827,0.05501259
101828,0.08237333
101829,0.11580299
101830,0.07147191
101831,0.19542249
101832,0.49147737
101833,0.63224113
101834,0.10848195
101835,0.15169087
101836,0.36990508
101837,0.12738301
101838,0.3212736
101839,0.61755586
101840,0.0732483
101841,0.7795243
101842,0.15399946
101843,0.12809642
101844,0.070410065
101845,0.63411266
101846,0.10123064
101847,0.12859449
101848,0.19613788
101849,0.16559114
101850,0.121056475
101851,0.052225932
101852,0.10960616
101853,0.65406245
101854,0.5927526
101855,0.2005758
101856,0.7045432
101857,0.092925735
101858,0.049703922
101859,0.06655054
101860,0.5573372
101861,0.6088697
101862,0.25987065
101863,0.2540094
101864,0.141201
101865,0.057255656
101866,0.07151652
101867,0.45525295
101868,0.061894726
101869,0.16000986
101870,0.09699568
101871,0.5692158
101872,0.1236215
101873,0.06137833
101874,0.21137366
101875,0.32548097
101876,0.60523933
101877,0.06107642
101878,0.05626339
101879,0.057255656
101880,0.08876923
101881,0.19102074
101882,0.15545595
101883,0.7054445
101884,0.3347322
101885,0.070291445
101886,0.22650178
101887,0.096426725
101888,0.1007899
101889,0.37578568
101890,0.05708914
101891,0.4054152
101892,0.17915343
101893,0.09762046
101894,0.07618443
101895,0.058935236
101896,0.117585465
101897,0.5902363
101898,0.62260175
101899,0.5662397
101900,0.093447044
101901,0.13989507
101902,0.06966828
101903,0.11348437
101904,0.15652087
101905,0.62130827
101906,0.05086538
101907,0.063859336
101908,0.053024445
101909,0.1204225
101910,0.1676276
101911,0.17658786
101912,0.05816045
101913,0.05613752
101914,0.086894475
101915,0.05700919
101916,0.7306146
101917,0.064174876
101918,0.15113811
101919,0.10713967
101920,0.061375033
101921,0.06766043
101922,0.2354205
101923,0.16232051
101924,0.22466856
101925,0.10333013
101926,0.5471582
101927,0.13154618
101928,0.1120689
101929,0.16649897
101930,0.09617172
101931,0.33674544
101932,0.06616673
101933,0.67992604
101934,0.123931244
101935,0.14121681
101936,0.09933871
