id,defects
101763,0.22955425
101764,0.18308963
101765,0.6870866
101766,0.46984753
101767,0.13982102
101768,0.5351264
101769,0.1286786
101770,0.6983308
101771,0.40469146
101772,0.07889524
101773,0.60143805
101774,0.72019726
101775,0.21875703
101776,0.5895889
101777,0.2134629
101778,0.34878296
101779,0.70480585
101780,0.21656233
101781,0.5121395
101782,0.124015026
101783,0.06879912
101784,0.06879912
101785,0.06879912
101786,0.2835764
101787,0.06879912
101788,0.44602796
101789,0.104569
101790,0.1286786
101791,0.06879912
101792,0.09447289
101793,0.1721219
101794,0.21492009
101795,0.07889524
101796,0.088048585
101797,0.06879912
101798,0.28414974
101799,0.59614694
101800,0.13965355
101801,0.117776364
101802,0.10883362
101803,0.5510145
101804,0.104569
101805,0.06879912
101806,0.29772982
101807,0.6018438
101808,0.104569
101809,0.06879912
101810,0.13228908
101811,0.06879912
101812,0.104569
101813,0.13982102
101814,0.06879912
101815,0.29418388
101816,0.06879912
101817,0.29463622
101818,0.104569
101819,0.23991354
101820,0.16512848
101821,0.06879912
101822,0.38229993
101823,0.13965355
101824,0.24235165
101825,0.09447289
101826,0.14567964
101827,0.06879912
101828,0.06879912
101829,0.11419068
101830,0.06879912
101831,0.18019575
101832,0.413167
101833,0.6490951
101834,0.104569
101835,0.1651883
101836,0.428133
101837,0.13004102
101838,0.3532409
101839,0.5927752
101840,0.080070496
101841,0.75929546
101842,0.13228908
101843,0.11892973
101844,0.07889524
101845,0.6375083
101846,0.104569
101847,0.124015026
101848,0.21456034
101849,0.16234258
101850,0.104569
101851,0.06879912
101852,0.104569
101853,0.70480585
101854,0.56638265
101855,0.20284988
101856,0.6870866
101857,0.088048585
101858,0.06879912
101859,0.06879912
101860,0.6148082
101861,0.5862415
101862,0.10459226
101863,0.2657949
101864,0.13830028
101865,0.06879912
101866,0.06879912
101867,0.4818135
101868,0.06879912
101869,0.16512848
101870,0.09447289
101871,0.5789204
101872,0.088048585
101873,0.07889524
101874,0.19478051
101875,0.29824698
101876,0.5862415
101877,0.06879912
101878,0.06879912
101879,0.06879912
101880,0.09447289
101881,0.17201526
101882,0.12638621
101883,0.70480585
101884,0.29463622
101885,0.07723596
101886,0.18205042
101887,0.09447289
101888,0.11192727
101889,0.34241158
101890,0.06879912
101891,0.39218417
101892,0.18559057
101893,0.104569
101894,0.10210294
101895,0.06879912
101896,0.13228908
101897,0.6609404
101898,0.5328105
101899,0.5789204
101900,0.09447289
101901,0.124015026
101902,0.07889524
101903,0.112100944
101904,0.18272938
101905,0.6599115
101906,0.06879912
101907,0.07889524
101908,0.06879912
101909,0.10923265
101910,0.17386852
101911,0.19019596
101912,0.06879912
101913,0.06879912
101914,0.09447289
101915,0.06879912
101916,0.70480585
101917,0.07889524
101918,0.14289656
101919,0.09447289
101920,0.07889524
101921,0.06879912
101922,0.15615349
101923,0.17695558
101924,0.2483035
101925,0.10883362
101926,0.58108497
101927,0.17695558
101928,0.104569
101929,0.19617826
101930,0.15392254
101931,0.27484497
101932,0.06879912
101933,0.67446595
101934,0.124015026
101935,0.12219303
101936,0.104569
101937,0.70480585
101938,0.6042912
101939,0.22236963
101940,0.21673775
101941,0.06879912
101942,0.09834126
101943,0.270857
101944,0.14432637
101945,0.09447289
101946,0.06879912
101947,0.14567964
101948,0.17389488
101949,0.13228908
101950,0.6426918
101951,0.75929546
101952,0.104569
101953,0.18019575
101954,0.06879912
101955,0.6376846
101956,0.32469317
101957,0.06879912
101958,0.66651684
101959,0.2150108
101960,0.61213744
101961,0.32701656
101962,0.58190876
101963,0.21503302
101964,0.1517351
101965,0.23114792
101966,0.19715181
101967,0.17593881
101968,0.06879912
101969,0.48319504
101970,0.690434
101971,0.09447289
101972,0.2166844
101973,0.18089493
101974,0.34843212
101975,0.14620559
101976,0.09447289
101977,0.104569
101978,0.080070496
101979,0.18283762
101980,0.1906848
101981,0.07889524
101982,0.06879912
101983,0.19896547
101984,0.080070496
101985,0.15748581
101986,0.120523766
101987,0.25504956
101988,0.70480585
101989,0.07889524
101990,0.33741322
101991,0.31724763
101992,0.07889524
101993,0.40717292
101994,0.1651883
101995,0.080070496
101996,0.33502713
101997,0.20479232
101998,0.104569
101999,0.104569
102000,0.24118854
102001,0.36207026
102002,0.6870866
102003,0.12172263
102004,0.104569
102005,0.35555968
102006,0.14440009
102007,0.64590085
102008,0.07889524
102009,0.15980999
102010,0.06879912
102011,0.319848
102012,0.1517351
102013,0.06879912
102014,0.12956028
102015,0.3559482
102016,0.10923265
102017,0.15802108
102018,0.7167992
102019,0.06879912
102020,0.75929546
102021,0.60726804
102022,0.09447289
102023,0.19896547
102024,0.10957786
102025,0.13228908
102026,0.13965355
102027,0.06879912
102028,0.06879912
102029,0.06879912
102030,0.27926412
102031,0.104569
102032,0.06879912
102033,0.12219303
102034,0.15697311
102035,0.09447289
102036,0.2732666
102037,0.30993629
102038,0.52569103
102039,0.07889524
102040,0.47514904
102041,0.3965948
102042,0.124015026
102043,0.06879912
102044,0.34976754
102045,0.3055207
102046,0.16135678
102047,0.63907397
102048,0.18089493
102049,0.080070496
102050,0.3764406
102051,0.21673775
102052,0.06879912
102053,0.42379436
102054,0.06879912
102055,0.28244463
102056,0.104569
102057,0.06879912
102058,0.07889524
102059,0.22715218
102060,0.365699
102061,0.36573806
102062,0.09447289
102063,0.19748734
102064,0.7005804
102065,0.06879912
102066,0.06879912
102067,0.07889524
102068,0.19951956
102069,0.09834126
102070,0.06879912
102071,0.06879912
102072,0.36054316
102073,0.104569
102074,0.1391845
102075,0.104569
102076,0.06879912
102077,0.16609582
102078,0.06879912
102079,0.16135678
102080,0.07677721
102081,0.104569
102082,0.75929546
102083,0.09447289
102084,0.104569
102085,0.104569
102086,0.34069833
102087,0.5701173
102088,0.162957
102089,0.09447289
102090,0.70480585
102091,0.07889524
102092,0.06879912
102093,0.19748734
102094,0.22976515
102095,0.46028265
102096,0.12638621
102097,0.47018957
102098,0.06879912
102099,0.06879912
102100,0.15776117
102101,0.34776282
102102,0.10219871
102103,0.08851693
102104,0.13228908
102105,0.4569757
102106,0.13911994
102107,0.088048585
102108,0.39069605
102109,0.42657655
102110,0.104569
102111,0.6800577
102112,0.6712716
102113,0.11419068
102114,0.193851
102115,0.18238439
102116,0.38722268
102117,0.104569
102118,0.06879912
102119,0.4182102
102120,0.41036856
102121,0.39462227
102122,0.104569
102123,0.06879912
102124,0.09447289
102125,0.70480585
102126,0.10883362
102127,0.14731841
102128,0.1924688
102129,0.07889524
102130,0.16835475
102131,0.09447289
102132,0.06879912
102133,0.124015026
102134,0.13228908
102135,0.112100944
102136,0.06879912
102137,0.15334447
102138,0.06879912
102139,0.06879912
102140,0.26404744
102141,0.06879912
102142,0.09447289
102143,0.37505004
102144,0.34209636
102145,0.13982102
102146,0.104569
102147,0.104569
102148,0.09447289
102149,0.124015026
102150,0.6712716
102151,0.09447289
102152,0.1424137
102153,0.67220646
102154,0.34032792
102155,0.09447289
102156,0.104569
102157,0.09447289
102158,0.75929546
102159,0.5660276
102160,0.1391845
102161,0.124015026
102162,0.104569
102163,0.35146278
102164,0.104569
102165,0.12757497
102166,0.06879912
102167,0.17196426
102168,0.5334617
102169,0.08642718
102170,0.70480585
102171,0.15286039
102172,0.1777795
102173,0.09447289
102174,0.07889524
102175,0.32006478
102176,0.07889524
102177,0.2330182
102178,0.6028551
102179,0.09447289
102180,0.13228908
102181,0.06879912
102182,0.42877203
102183,0.112100944
102184,0.2045734
102185,0.06879912
102186,0.72019726
102187,0.13228908
102188,0.09447289
102189,0.15910241
102190,0.21492009
102191,0.06879912
102192,0.06879912
102193,0.18600501
102194,0.6100924
102195,0.06879912
102196,0.65355235
102197,0.20889403
102198,0.3887318
102199,0.72019726
102200,0.23359445
102201,0.16512848
102202,0.14191076
102203,0.193851
102204,0.06879912
102205,0.6544872
102206,0.21357454
102207,0.15176456
102208,0.104569
102209,0.06879912
102210,0.72019726
102211,0.088048585
102212,0.20123832
102213,0.09447289
102214,0.6274062
102215,0.16641368
102216,0.26970366
102217,0.2623263
102218,0.22634323
102219,0.104569
102220,0.104569
102221,0.23543322
102222,0.104569
102223,0.5862415
102224,0.38563675
102225,0.06879912
102226,0.08315985
102227,0.2695313
102228,0.080070496
102229,0.23901518
102230,0.6763318
102231,0.5979337
102232,0.06879912
102233,0.14799736
102234,0.07889524
102235,0.5177427
102236,0.06879912
102237,0.1471626
102238,0.06879912
102239,0.08238514
102240,0.09447289
102241,0.06879912
102242,0.16958827
102243,0.34263343
102244,0.32242912
102245,0.104569
102246,0.27926412
102247,0.13523068
102248,0.104569
102249,0.32006478
102250,0.06879912
102251,0.07889524
102252,0.21492009
102253,0.70480585
102254,0.37253353
102255,0.088048585
102256,0.14514601
102257,0.06879912
102258,0.15776117
102259,0.39431077
102260,0.09447289
102261,0.44943553
102262,0.104569
102263,0.3559482
102264,0.4181063
102265,0.300569
102266,0.70480585
102267,0.104569
102268,0.104569
102269,0.104569
102270,0.111695886
102271,0.06879912
102272,0.6794351
102273,0.2812918
102274,0.09447289
102275,0.13228908
102276,0.06879912
102277,0.10923265
102278,0.54691106
102279,0.11892973
102280,0.22730651
102281,0.104569
102282,0.20889403
102283,0.09447289
102284,0.1465318
102285,0.40263894
102286,0.75929546
102287,0.28145882
102288,0.28432018
102289,0.12646982
102290,0.18380557
102291,0.124015026
102292,0.06879912
102293,0.104569
102294,0.06879912
102295,0.104569
102296,0.31724763
102297,0.38689426
102298,0.10436733
102299,0.06879912
102300,0.17695558
102301,0.30978057
102302,0.12219303
102303,0.06879912
102304,0.34573084
102305,0.09447289
102306,0.088048585
102307,0.14289656
102308,0.06879912
102309,0.09447289
102310,0.09375228
102311,0.67446595
102312,0.07889524
102313,0.09648542
102314,0.12399862
102315,0.17346795
102316,0.104569
102317,0.17695558
102318,0.64001244
102319,0.124015026
102320,0.06879912
102321,0.07889524
102322,0.21357454
102323,0.13228908
102324,0.20797694
102325,0.104569
102326,0.37253353
102327,0.15156297
102328,0.1517351
102329,0.12787239
102330,0.09447289
102331,0.22955425
102332,0.06879912
102333,0.25259352
102334,0.104569
102335,0.3153306
102336,0.17386852
102337,0.06879912
102338,0.09447289
102339,0.24113706
102340,0.13228908
102341,0.39900795
102342,0.19521224
102343,0.13830028
102344,0.17739466
102345,0.23174895
102346,0.21722166
102347,0.16234258
102348,0.22418202
102349,0.104569
102350,0.15953416
102351,0.38217255
102352,0.6870866
102353,0.07889524
102354,0.07889524
102355,0.09447289
102356,0.1795472
102357,0.06879912
102358,0.06879912
102359,0.6256406
102360,0.16234258
102361,0.5094274
102362,0.20259725
102363,0.5102958
102364,0.26021457
102365,0.09447289
102366,0.09447289
102367,0.06879912
102368,0.312538
102369,0.33393607
102370,0.7167992
102371,0.46028265
102372,0.5862415
102373,0.06879912
102374,0.17662634
102375,0.104569
102376,0.06879912
102377,0.2561404
102378,0.104569
102379,0.06879912
102380,0.685189
102381,0.06879912
102382,0.124015026
102383,0.06879912
102384,0.06879912
102385,0.104569
102386,0.06879912
102387,0.06879912
102388,0.72019726
102389,0.09447289
102390,0.36125264
102391,0.17445199
102392,0.4758284
102393,0.09447289
102394,0.6870866
102395,0.112100944
102396,0.07889524
102397,0.06879912
102398,0.06879912
102399,0.06879912
102400,0.15776117
102401,0.59994614
102402,0.06879912
102403,0.06879912
102404,0.6870866
102405,0.41975507
102406,0.24873225
102407,0.70005107
102408,0.1504285
102409,0.20086545
102410,0.080070496
102411,0.72019726
102412,0.36207026
102413,0.124015026
102414,0.19748734
102415,0.43177167
102416,0.20243622
102417,0.09447289
102418,0.17913276
102419,0.20875534
102420,0.70480585
102421,0.5250422
102422,0.104569
102423,0.63907397
102424,0.39816236
102425,0.06879912
102426,0.104569
102427,0.1678138
102428,0.104569
102429,0.4226913
102430,0.21182328
102431,0.088048585
102432,0.06879912
102433,0.17418389
102434,0.09447289
102435,0.13228908
102436,0.13004102
102437,0.09447289
102438,0.080070496
102439,0.30436903
102440,0.42190644
102441,0.61464167
102442,0.06879912
102443,0.18849175
102444,0.1517351
102445,0.15910241
102446,0.09834126
102447,0.06879912
102448,0.14078961
102449,0.13228908
102450,0.06879912
102451,0.119673975
102452,0.3530335
102453,0.104569
102454,0.06879912
102455,0.18106462
102456,0.22951688
102457,0.6712716
102458,0.14432637
102459,0.1517351
102460,0.13228908
102461,0.104569
102462,0.70480585
102463,0.104569
102464,0.09447289
102465,0.17346795
102466,0.37253353
102467,0.72019726
102468,0.2925553
102469,0.22447813
102470,0.19416349
102471,0.080070496
102472,0.19560595
102473,0.22212727
102474,0.104569
102475,0.09447289
102476,0.09447289
102477,0.21016648
102478,0.06879912
102479,0.06879912
102480,0.06879912
102481,0.11300584
102482,0.4773877
102483,0.06879912
102484,0.329004
102485,0.25728908
102486,0.35177395
102487,0.09447289
102488,0.06879912
102489,0.06879912
102490,0.13004102
102491,0.104569
102492,0.1777795
102493,0.49390593
102494,0.6794351
102495,0.2996848
102496,0.16836865
102497,0.13228908
102498,0.18089493
102499,0.06879912
102500,0.06879912
102501,0.06879912
102502,0.47395518
102503,0.6646663
102504,0.22877766
102505,0.31911293
102506,0.088048585
102507,0.06879912
102508,0.104569
102509,0.124015026
102510,0.07889524
102511,0.06879912
102512,0.09447289
102513,0.5334617
102514,0.2973908
102515,0.36207026
102516,0.06879912
102517,0.10436733
102518,0.13982102
102519,0.104569
102520,0.104569
102521,0.13004102
102522,0.09447289
102523,0.2539208
102524,0.31104273
102525,0.47246468
102526,0.104569
102527,0.06879912
102528,0.080070496
102529,0.07889524
102530,0.104569
102531,0.15697311
102532,0.65461874
102533,0.11676459
102534,0.104569
102535,0.70480585
102536,0.124015026
102537,0.1347047
102538,0.09447289
102539,0.33673358
102540,0.07889524
102541,0.07889524
102542,0.104569
102543,0.36266026
102544,0.06879912
102545,0.4631323
102546,0.13228908
102547,0.09447289
102548,0.20321734
102549,0.44525644
102550,0.22296692
102551,0.104569
102552,0.06879912
102553,0.3559482
102554,0.06879912
102555,0.34703997
102556,0.13228908
102557,0.09447289
102558,0.09447289
102559,0.33673358
102560,0.6800577
102561,0.080070496
102562,0.3793156
102563,0.6277175
102564,0.09447289
102565,0.104569
102566,0.1517351
102567,0.24807484
102568,0.4936437
102569,0.104569
102570,0.06879912
102571,0.5612378
102572,0.06879912
102573,0.104569
102574,0.06879912
102575,0.06879912
102576,0.13228908
102577,0.09447289
102578,0.5612378
102579,0.104569
102580,0.70480585
102581,0.06879912
102582,0.20889403
